Sample	ENTREZ.ID	Type
SU-DHL-8	5980	MUTATION
SU-DHL-8	23416	MUTATION
SU-DHL-8	1778	MUTATION
SU-DHL-8	8672	MUTATION
SU-DHL-8	57522	MUTATION
SU-DHL-8	93035	MUTATION
SU-DHL-8	84033	MUTATION
SU-DHL-8	84033	MUTATION
SU-DHL-8	2918	TRUNC
SU-DHL-8	388698	MUTATION
SU-DHL-8	23261	MUTATION
SU-DHL-8	3007	MUTATION
SU-DHL-8	5314	MUTATION
SU-DHL-8	9839	TRUNC
SU-DHL-8	85358	MUTATION
SU-DHL-8	7273	TRUNC
SU-DHL-8	7273	TRUNC
SU-DHL-8	56979	MUTATION
SU-DHL-8	71	MUTATION
SU-DHL-8	8972	MUTATION
SU-DHL-8	115	MUTATION
SU-DHL-8	6446	MUTATION
SU-DHL-8	6446	MUTATION
SU-DHL-8	53904	MUTATION
SU-DHL-8	2182	TRUNC
SU-DHL-8	2182	MUTATION
SU-DHL-8	7148	MUTATION
SU-DHL-8	355	TRUNC
SU-DHL-8	91074	MUTATION
SU-DHL-8	7757	MUTATION
SU-DHL-8	5241	MUTATION
SU-DHL-8	25758	MUTATION
SU-DHL-8	55544	MUTATION
SU-DHL-8	3119	MUTATION
SU-DHL-8	375449	MUTATION
SU-DHL-8	338	MUTATION
SU-DHL-8	10365	MUTATION
SU-DHL-8	10365	MUTATION
SU-DHL-8	4330	MUTATION
SU-DHL-8	7157	MUTATION
SU-DHL-8	7157	MUTATION
SU-DHL-8	673	MUTATION
SU-DHL-8	10319	MUTATION
SU-DHL-8	9044	MUTATION
SU-DHL-8	196441	MUTATION
SU-DHL-8	20	MUTATION
SU-DHL-8	85302	MUTATION
SU-DHL-5	10060	MUTATION
SU-DHL-5	4609	MUTATION
SU-DHL-5	8356	MUTATION
SU-DHL-5	547	MUTATION
SU-DHL-5	1973	MUTATION
SU-DHL-5	202333	MUTATION
SU-DHL-5	2917	MUTATION
SU-DHL-5	7832	TRUNC
SU-DHL-5	63977	MUTATION
SU-DHL-5	4584	MUTATION
SU-DHL-5	4584	MUTATION
SU-DHL-5	56163	MUTATION
SU-DHL-5	9739	MUTATION
SU-DHL-5	131544	MUTATION
SU-DHL-5	3707	MUTATION
SU-DHL-5	3707	MUTATION
SU-DHL-5	100505585	MUTATION
SU-DHL-5	56129	MUTATION
SU-DHL-5	9223	MUTATION
SU-DHL-5	3006	MUTATION
SU-DHL-5	54674	MUTATION
SU-DHL-5	3009	TRUNC
SU-DHL-5	79633	MUTATION
SU-DHL-5	338094	MUTATION
SU-DHL-5	3687	MUTATION
SU-DHL-5	1654	MUTATION
SU-DHL-5	1654	MUTATION
SU-DHL-5	57520	TRUNC
SU-DHL-5	4294	MUTATION
SU-DHL-5	6670	MUTATION
SU-DHL-5	574406	MUTATION
SU-DHL-5	10672	MUTATION
SU-DHL-5	10672	TRUNC
SU-DHL-5	9735	MUTATION
SU-DHL-5	8651	MUTATION
SU-DHL-5	8651	MUTATION
SU-DHL-5	27164	MUTATION
SU-DHL-5	7273	MUTATION
SU-DHL-5	283417	MUTATION
SU-DHL-5	2308	MUTATION
SU-DHL-5	71	MUTATION
SU-DHL-5	11141	MUTATION
SU-DHL-5	6262	MUTATION
SU-DHL-5	51196	MUTATION
SU-DHL-5	4540	MUTATION
SU-DHL-5	170062	MUTATION
SU-DHL-5	2191	TRUNC
SU-DHL-5	131096	MUTATION
SU-DHL-5	8289	MUTATION
SU-DHL-5	330	MUTATION
SU-DHL-5	23047	TRUNC
SU-DHL-5	3339	MUTATION
SU-DHL-5	91074	MUTATION
SU-DHL-5	7757	MUTATION
SU-DHL-5	5093	MUTATION
SU-DHL-5	55544	TRUNC
SU-DHL-5	6840	MUTATION
SU-DHL-5	26960	MUTATION
SU-DHL-5	80206	MUTATION
SU-DHL-5	25942	TRUNC
SU-DHL-5	7186	MUTATION
SU-DHL-5	307	MUTATION
SU-DHL-5	84166	MUTATION
SU-DHL-5	129446	MUTATION
SU-DHL-5	4772	TRUNC
SU-DHL-5	23224	MUTATION
SU-DHL-5	5728	MUTATION
SU-DHL-5	5728	TRUNC
SU-DHL-5	84239	MUTATION
SU-DHL-5	65125	MUTATION
HT	1462	TRUNC
HT	730291	MUTATION
HT	7916	TRUNC
HT	7916	MUTATION
HT	283450	MUTATION
HT	10464	MUTATION
HT	22820	MUTATION
HT	168507	MUTATION
HT	57688	MUTATION
HT	57688	MUTATION
HT	57448	TRUNC
HT	57448	MUTATION
HT	221037	MUTATION
HT	221037	MUTATION
HT	375056	MUTATION
HT	133482	MUTATION
HT	6774	TRUNC
HT	5339	MUTATION
HT	5339	MUTATION
HT	22999	TRUNC
HT	6263	MUTATION
HT	55619	MUTATION
HT	154664	MUTATION
HT	285834	MUTATION
HT	57705	MUTATION
HT	57705	TRUNC
HT	163259	TRUNC
HT	219743	MUTATION
HT	125336	MUTATION
HT	26033	MUTATION
HT	26033	TRUNC
HT	4773	MUTATION
HT	7994	MUTATION
HT	7994	TRUNC
HT	26037	MUTATION
HT	55567	MUTATION
HT	23230	TRUNC
HT	400954	TRUNC
HT	1973	MUTATION
HT	374462	MUTATION
HT	7450	MUTATION
HT	23514	MUTATION
HT	575	MUTATION
HT	575	MUTATION
HT	287	MUTATION
HT	151254	MUTATION
HT	2917	MUTATION
HT	3123	MUTATION
HT	84678	MUTATION
HT	84226	MUTATION
HT	152831	MUTATION
HT	22858	MUTATION
HT	643836	MUTATION
HT	85449	MUTATION
HT	4585	MUTATION
HT	3105	MUTATION
HT	4214	MUTATION
HT	2201	MUTATION
HT	2201	MUTATION
HT	259282	MUTATION
HT	23195	MUTATION
HT	56163	MUTATION
HT	9757	TRUNC
HT	2122	MUTATION
HT	357	MUTATION
HT	84440	MUTATION
HT	342184	MUTATION
HT	27253	MUTATION
HT	27253	MUTATION
HT	51427	MUTATION
HT	8911	MUTATION
HT	8911	MUTATION
HT	79574	TRUNC
HT	22806	MUTATION
HT	160851	MUTATION
HT	4650	MUTATION
HT	2736	MUTATION
HT	84162	TRUNC
HT	4288	MUTATION
HT	131544	MUTATION
HT	27445	MUTATION
HT	27445	MUTATION
HT	27445	MUTATION
HT	89932	MUTATION
HT	577	MUTATION
HT	56145	MUTATION
HT	120114	MUTATION
HT	23174	TRUNC
HT	84458	MUTATION
HT	84458	TRUNC
HT	84458	MUTATION
HT	1912	MUTATION
HT	2956	MUTATION
HT	610	MUTATION
HT	56129	MUTATION
HT	56129	TRUNC
HT	3909	MUTATION
HT	91749	MUTATION
HT	1378	MUTATION
HT	6874	MUTATION
HT	9510	MUTATION
HT	1583	MUTATION
HT	57519	TRUNC
HT	114780	MUTATION
HT	79026	MUTATION
HT	643677	MUTATION
HT	1308	TRUNC
HT	9223	MUTATION
HT	9223	MUTATION
HT	22861	MUTATION
HT	25960	MUTATION
HT	26011	TRUNC
HT	745	MUTATION
HT	84700	MUTATION
HT	440193	MUTATION
HT	90627	MUTATION
HT	63982	MUTATION
HT	6508	TRUNC
HT	23312	MUTATION
HT	7227	TRUNC
HT	54674	MUTATION
HT	286464	TRUNC
HT	286464	MUTATION
HT	65217	MUTATION
HT	79633	MUTATION
HT	338094	MUTATION
HT	3687	MUTATION
HT	8476	MUTATION
HT	1654	MUTATION
HT	1282	MUTATION
HT	57492	MUTATION
HT	57492	MUTATION
HT	57717	MUTATION
HT	57020	TRUNC
HT	57451	MUTATION
HT	10765	MUTATION
HT	2033	TRUNC
HT	57670	TRUNC
HT	57549	TRUNC
HT	3680	TRUNC
HT	57520	TRUNC
HT	7402	MUTATION
HT	7617	MUTATION
HT	154810	MUTATION
HT	2475	MUTATION
HT	7040	TRUNC
HT	54790	MUTATION
HT	1952	MUTATION
HT	1952	MUTATION
HT	8913	MUTATION
HT	127254	MUTATION
HT	5980	MUTATION
HT	50507	MUTATION
HT	23416	MUTATION
HT	26040	MUTATION
HT	374654	MUTATION
HT	65250	TRUNC
HT	1778	MUTATION
HT	23307	MUTATION
HT	79776	MUTATION
HT	2195	MUTATION
HT	10497	TRUNC
HT	10497	MUTATION
HT	84033	TRUNC
HT	1294	MUTATION
HT	2290	MUTATION
HT	94025	MUTATION
HT	23140	MUTATION
HT	54665	MUTATION
HT	22873	MUTATION
HT	8857	MUTATION
HT	9229	MUTATION
HT	114784	MUTATION
HT	6329	MUTATION
HT	119	MUTATION
HT	221400	MUTATION
HT	3054	MUTATION
HT	84059	MUTATION
HT	6046	MUTATION
HT	80022	MUTATION
HT	23592	MUTATION
HT	8425	MUTATION
HT	8925	MUTATION
HT	8925	MUTATION
HT	3065	MUTATION
HT	2066	MUTATION
HT	57680	MUTATION
HT	259266	TRUNC
HT	5314	MUTATION
HT	57578	MUTATION
HT	64324	MUTATION
HT	64324	MUTATION
HT	23637	TRUNC
HT	3269	MUTATION
HT	10142	MUTATION
HT	54467	TRUNC
HT	1063	TRUNC
HT	288	MUTATION
HT	57575	MUTATION
HT	1770	MUTATION
HT	1770	MUTATION
HT	10018	TRUNC
HT	6597	MUTATION
HT	9736	MUTATION
HT	284217	MUTATION
HT	284217	MUTATION
HT	9365	MUTATION
HT	6091	TRUNC
HT	781	MUTATION
HT	2898	MUTATION
HT	57453	TRUNC
HT	3911	MUTATION
HT	3911	TRUNC
HT	59352	TRUNC
HT	7273	MUTATION
HT	7273	MUTATION
HT	7273	MUTATION
HT	7273	MUTATION
HT	283417	MUTATION
HT	79987	MUTATION
HT	2125	MUTATION
HT	2125	MUTATION
HT	1832	MUTATION
HT	54897	MUTATION
HT	5707	MUTATION
HT	23400	MUTATION
HT	140453	MUTATION
HT	675	MUTATION
HT	8912	MUTATION
HT	1756	MUTATION
HT	26057	TRUNC
HT	9857	MUTATION
HT	26278	MUTATION
HT	114788	MUTATION
HT	114788	MUTATION
HT	23365	MUTATION
HT	23266	MUTATION
HT	8189	MUTATION
HT	4613	MUTATION
HT	148113	MUTATION
HT	4018	MUTATION
HT	114815	MUTATION
HT	463	MUTATION
HT	84627	TRUNC
HT	80144	TRUNC
HT	59269	MUTATION
HT	22798	MUTATION
HT	1464	MUTATION
HT	7148	MUTATION
HT	401024	MUTATION
HT	64478	MUTATION
HT	26047	MUTATION
HT	55605	TRUNC
HT	8777	MUTATION
HT	5362	MUTATION
HT	133558	MUTATION
HT	133558	MUTATION
HT	4684	TRUNC
HT	4684	MUTATION
HT	63035	MUTATION
HT	23255	TRUNC
HT	2194	TRUNC
HT	9369	MUTATION
HT	5925	MUTATION
HT	317781	MUTATION
HT	317781	MUTATION
HT	330	MUTATION
HT	330	MUTATION
HT	57731	MUTATION
HT	57731	MUTATION
HT	7776	MUTATION
HT	9742	MUTATION
HT	10344	TRUNC
HT	140803	MUTATION
HT	23269	MUTATION
HT	3339	MUTATION
HT	3339	MUTATION
HT	79784	MUTATION
HT	4035	TRUNC
HT	29119	MUTATION
HT	29119	MUTATION
HT	4851	MUTATION
HT	91074	MUTATION
HT	89795	MUTATION
HT	89795	MUTATION
HT	140862	TRUNC
HT	7757	MUTATION
HT	23394	MUTATION
HT	1538	MUTATION
HT	113146	MUTATION
HT	1636	MUTATION
HT	4792	MUTATION
HT	4583	MUTATION
HT	1277	MUTATION
HT	5241	MUTATION
HT	7461	TRUNC
HT	112	TRUNC
HT	5116	TRUNC
HT	340990	MUTATION
HT	54869	MUTATION
HT	54869	MUTATION
HT	22859	MUTATION
HT	285175	MUTATION
HT	57690	TRUNC
HT	57690	MUTATION
HT	5310	MUTATION
HT	7403	MUTATION
HT	1373	TRUNC
HT	161882	MUTATION
HT	91768	MUTATION
HT	375449	MUTATION
HT	79849	MUTATION
HT	79747	MUTATION
HT	283685	TRUNC
HT	5125	MUTATION
HT	576	MUTATION
HT	399687	MUTATION
HT	338	MUTATION
HT	63892	MUTATION
HT	10129	MUTATION
HT	10129	MUTATION
HT	8029	MUTATION
HT	7157	MUTATION
HT	7157	MUTATION
HT	11025	MUTATION
HT	2120	MUTATION
HT	6890	MUTATION
HT	6890	MUTATION
HT	256076	MUTATION
HT	256076	MUTATION
HT	9379	MUTATION
HT	2318	MUTATION
HT	4586	MUTATION
HT	23013	TRUNC
HT	6476	MUTATION
HT	196385	MUTATION
HT	256158	MUTATION
HT	54880	MUTATION
HT	64072	MUTATION
HT	64072	MUTATION
HT	23054	MUTATION
HT	158471	MUTATION
HT	84166	MUTATION
HT	123624	MUTATION
HT	4772	MUTATION
HT	4772	MUTATION
HT	57553	MUTATION
HT	8295	TRUNC
HT	100287226	MUTATION
HT	1767	MUTATION
HT	10594	MUTATION
HT	90134	MUTATION
HT	20	MUTATION
HT	85302	MUTATION
HT	4651	MUTATION
HT	4651	MUTATION
HT	4651	MUTATION
HT	23499	MUTATION
HT	57158	MUTATION
HT	23362	MUTATION
BJAB	1007	MUTATION
BJAB	7916	TRUNC
BJAB	7916	MUTATION
BJAB	581	TRUNC
BJAB	83992	MUTATION
BJAB	84133	MUTATION
BJAB	10265	TRUNC
BJAB	9462	MUTATION
BJAB	3109	MUTATION
BJAB	127602	MUTATION
BJAB	253143	MUTATION
BJAB	7450	MUTATION
BJAB	3123	MUTATION
BJAB	4585	TRUNC
BJAB	4585	MUTATION
BJAB	4585	MUTATION
BJAB	4585	MUTATION
BJAB	1657	MUTATION
BJAB	403257	MUTATION
BJAB	403257	MUTATION
BJAB	357	MUTATION
BJAB	23352	MUTATION
BJAB	342184	MUTATION
BJAB	23094	MUTATION
BJAB	57674	MUTATION
BJAB	27445	MUTATION
BJAB	577	TRUNC
BJAB	80731	MUTATION
BJAB	94015	MUTATION
BJAB	2895	MUTATION
BJAB	56129	MUTATION
BJAB	8085	MUTATION
BJAB	8085	TRUNC
BJAB	56126	MUTATION
BJAB	114780	MUTATION
BJAB	140733	MUTATION
BJAB	4519	MUTATION
BJAB	4519	MUTATION
BJAB	4519	MUTATION
BJAB	57568	TRUNC
BJAB	3672	TRUNC
BJAB	65217	MUTATION
BJAB	8725	MUTATION
BJAB	1008	MUTATION
BJAB	389763	MUTATION
BJAB	1654	MUTATION
BJAB	2771	MUTATION
BJAB	2033	TRUNC
BJAB	10085	MUTATION
BJAB	57670	MUTATION
BJAB	283463	MUTATION
BJAB	50507	MUTATION
BJAB	55576	MUTATION
BJAB	93035	MUTATION
BJAB	1294	MUTATION
BJAB	94025	MUTATION
BJAB	8857	MUTATION
BJAB	8857	MUTATION
BJAB	388698	MUTATION
BJAB	388698	MUTATION
BJAB	83872	MUTATION
BJAB	10672	MUTATION
BJAB	8925	MUTATION
BJAB	2066	TRUNC
BJAB	259266	MUTATION
BJAB	5314	MUTATION
BJAB	57082	MUTATION
BJAB	57082	MUTATION
BJAB	11059	MUTATION
BJAB	777	MUTATION
BJAB	7771	MUTATION
BJAB	54467	TRUNC
BJAB	1063	MUTATION
BJAB	255631	MUTATION
BJAB	1770	MUTATION
BJAB	6597	MUTATION
BJAB	1834	MUTATION
BJAB	285313	MUTATION
BJAB	79925	MUTATION
BJAB	7273	MUTATION
BJAB	7273	MUTATION
BJAB	7273	TRUNC
BJAB	7273	MUTATION
BJAB	56979	MUTATION
BJAB	2308	MUTATION
BJAB	1832	TRUNC
BJAB	57616	TRUNC
BJAB	675	MUTATION
BJAB	675	MUTATION
BJAB	57626	MUTATION
BJAB	1756	MUTATION
BJAB	203447	MUTATION
BJAB	11141	MUTATION
BJAB	54549	MUTATION
BJAB	114788	MUTATION
BJAB	114788	MUTATION
BJAB	8518	MUTATION
BJAB	55193	MUTATION
BJAB	6446	MUTATION
BJAB	148113	MUTATION
BJAB	1938	MUTATION
BJAB	58508	TRUNC
BJAB	3547	MUTATION
BJAB	343413	MUTATION
BJAB	51196	MUTATION
BJAB	4540	MUTATION
BJAB	7148	MUTATION
BJAB	401024	MUTATION
BJAB	401024	MUTATION
BJAB	64478	MUTATION
BJAB	84125	MUTATION
BJAB	9742	MUTATION
BJAB	10344	MUTATION
BJAB	25981	MUTATION
BJAB	7399	MUTATION
BJAB	5649	MUTATION
BJAB	4851	MUTATION
BJAB	4851	Synon
BJAB	3716	MUTATION
BJAB	1277	MUTATION
BJAB	25758	MUTATION
BJAB	10795	TRUNC
BJAB	7403	TRUNC
BJAB	6840	MUTATION
BJAB	8455	MUTATION
BJAB	5587	MUTATION
BJAB	576	MUTATION
BJAB	57719	MUTATION
BJAB	7157	MUTATION
BJAB	7157	MUTATION
BJAB	11025	MUTATION
BJAB	11025	MUTATION
BJAB	256076	MUTATION
BJAB	57526	MUTATION
BJAB	4703	MUTATION
BJAB	23013	MUTATION
BJAB	9401	MUTATION
BJAB	64072	MUTATION
BJAB	4626	MUTATION
BJAB	4651	MUTATION
BJAB	5728	TRUNC
BJAB	8997	MUTATION
BJAB	221935	MUTATION
BJAB	2146	MUTATION
BJAB	23101	MUTATION
OCI-LY18	4609	MUTATION
OCI-LY18	9681	MUTATION
OCI-LY18	154664	MUTATION
OCI-LY18	125336	MUTATION
OCI-LY18	10859	MUTATION
OCI-LY18	4584	MUTATION
OCI-LY18	23043	MUTATION
OCI-LY18	8764	MUTATION
OCI-LY18	57685	MUTATION
OCI-LY18	3707	MUTATION
OCI-LY18	2895	TRUNC
OCI-LY18	8085	TRUNC
OCI-LY18	8085	TRUNC
OCI-LY18	3909	MUTATION
OCI-LY18	1029	TRUNC
OCI-LY18	26011	MUTATION
OCI-LY18	286530	MUTATION
OCI-LY18	79633	MUTATION
OCI-LY18	3107	MUTATION
OCI-LY18	3107	MUTATION
OCI-LY18	1952	MUTATION
OCI-LY18	85442	MUTATION
OCI-LY18	65250	MUTATION
OCI-LY18	596	MUTATION
OCI-LY18	596	MUTATION
OCI-LY18	596	MUTATION
OCI-LY18	23140	MUTATION
OCI-LY18	22873	MUTATION
OCI-LY18	10672	TRUNC
OCI-LY18	115572	MUTATION
OCI-LY18	5579	MUTATION
OCI-LY18	285313	MUTATION
OCI-LY18	51168	TRUNC
OCI-LY18	59269	TRUNC
OCI-LY18	56776	TRUNC
OCI-LY18	8776	MUTATION
OCI-LY18	1859	MUTATION
OCI-LY18	85459	MUTATION
OCI-LY18	80204	TRUNC
OCI-LY18	7158	TRUNC
OCI-LY18	1879	MUTATION
OCI-LY18	4741	MUTATION
OCI-LY18	7468	MUTATION
OCI-LY18	64881	MUTATION
OCI-LY7	23367	TRUNC
OCI-LY7	171019	MUTATION
OCI-LY7	604	MUTATION
OCI-LY7	29881	MUTATION
OCI-LY7	37	MUTATION
OCI-LY7	23074	TRUNC
OCI-LY7	3123	MUTATION
OCI-LY7	4585	MUTATION
OCI-LY7	4585	MUTATION
OCI-LY7	4585	MUTATION
OCI-LY7	1912	MUTATION
OCI-LY7	7789	MUTATION
OCI-LY7	745	MUTATION
OCI-LY7	3106	TRUNC
OCI-LY7	51086	MUTATION
OCI-LY7	896	MUTATION
OCI-LY7	1654	TRUNC
OCI-LY7	2771	MUTATION
OCI-LY7	57020	MUTATION
OCI-LY7	6670	TRUNC
OCI-LY7	23592	MUTATION
OCI-LY7	2066	MUTATION
OCI-LY7	6597	MUTATION
OCI-LY7	8912	MUTATION
OCI-LY7	203447	MUTATION
OCI-LY7	5101	TRUNC
OCI-LY7	23266	MUTATION
OCI-LY7	5591	MUTATION
OCI-LY7	6328	MUTATION
OCI-LY7	4540	MUTATION
OCI-LY7	22798	MUTATION
OCI-LY7	56776	MUTATION
OCI-LY7	162979	MUTATION
OCI-LY7	161882	MUTATION
OCI-LY7	4538	TRUNC
OCI-LY7	7157	MUTATION
OCI-LY7	9508	MUTATION
OCI-LY7	6092	MUTATION
OCI-LY7	108	MUTATION
OCI-LY7	11078	TRUNC
OCI-LY7	1767	MUTATION
OCI-LY7	90134	MUTATION
OCI-LY7	84239	MUTATION
U-2904	4609	MUTATION
U-2904	4609	MUTATION
U-2904	23367	MUTATION
U-2904	4585	MUTATION
U-2904	4585	MUTATION
U-2904	3105	MUTATION
U-2904	342184	MUTATION
U-2904	8764	TRUNC
U-2904	23094	MUTATION
U-2904	4288	MUTATION
U-2904	80731	MUTATION
U-2904	8085	TRUNC
U-2904	8085	MUTATION
U-2904	4519	MUTATION
U-2904	5781	MUTATION
U-2904	3006	MUTATION
U-2904	55636	MUTATION
U-2904	9875	MUTATION
U-2904	2771	MUTATION
U-2904	10765	MUTATION
U-2904	2033	MUTATION
U-2904	1952	MUTATION
U-2904	596	MUTATION
U-2904	84059	MUTATION
U-2904	23318	MUTATION
U-2904	56252	MUTATION
U-2904	144535	MUTATION
U-2904	6597	MUTATION
U-2904	1834	MUTATION
U-2904	6091	MUTATION
U-2904	100271849	MUTATION
U-2904	8499	MUTATION
U-2904	974	TRUNC
U-2904	2308	TRUNC
U-2904	221395	MUTATION
U-2904	1740	MUTATION
U-2904	3394	TRUNC
U-2904	3714	MUTATION
U-2904	64478	MUTATION
U-2904	170062	MUTATION
U-2904	1859	MUTATION
U-2904	10157	TRUNC
U-2904	5925	TRUNC
U-2904	5649	MUTATION
U-2904	10388	MUTATION
U-2904	25758	MUTATION
U-2904	9847	MUTATION
U-2904	399687	MUTATION
U-2904	80204	TRUNC
U-2904	256076	MUTATION
U-2904	965	TRUNC
U-2904	1288	MUTATION
U-2904	1879	MUTATION
U-2904	256158	MUTATION
U-2904	100287226	MUTATION
U-2904	23499	TRUNC
U-2904	23362	MUTATION
ULA	4585	MUTATION
ULA	50512	MUTATION
ULA	1387	MUTATION
ULA	8764	TRUNC
ULA	4619	MUTATION
ULA	9895	MUTATION
ULA	80731	MUTATION
ULA	22850	MUTATION
ULA	921	MUTATION
ULA	2771	MUTATION
ULA	57717	MUTATION
ULA	3107	MUTATION
ULA	10085	MUTATION
ULA	667	MUTATION
ULA	84433	MUTATION
ULA	57520	MUTATION
ULA	6098	TRUNC
ULA	6098	MUTATION
ULA	94025	MUTATION
ULA	83872	MUTATION
ULA	10672	MUTATION
ULA	10672	MUTATION
ULA	2037	MUTATION
ULA	91746	TRUNC
ULA	10492	TRUNC
ULA	6091	MUTATION
ULA	6091	TRUNC
ULA	100271849	MUTATION
ULA	7301	TRUNC
ULA	114788	MUTATION
ULA	695	MUTATION
ULA	340260	MUTATION
ULA	4540	TRUNC
ULA	84329	TRUNC
ULA	84329	MUTATION
ULA	6561	MUTATION
ULA	1277	MUTATION
ULA	283685	MUTATION
ULA	7157	MUTATION
ULA	4360	MUTATION
ULA	1879	MUTATION
ULA	5728	MUTATION
ULA	64881	MUTATION
ULA	23101	TRUNC
VAL	4609	MUTATION
VAL	4609	MUTATION
VAL	4609	MUTATION
VAL	22820	MUTATION
VAL	3782	MUTATION
VAL	604	MUTATION
VAL	55567	MUTATION
VAL	7089	TRUNC
VAL	84440	MUTATION
VAL	100423062	TRUNC
VAL	100423062	MUTATION
VAL	27253	MUTATION
VAL	1387	TRUNC
VAL	8085	TRUNC
VAL	5796	TRUNC
VAL	613	MUTATION
VAL	613	MUTATION
VAL	4519	MUTATION
VAL	3009	MUTATION
VAL	23112	MUTATION
VAL	896	MUTATION
VAL	9947	TRUNC
VAL	285220	MUTATION
VAL	162962	MUTATION
VAL	596	MUTATION
VAL	596	MUTATION
VAL	596	MUTATION
VAL	596	MUTATION
VAL	596	MUTATION
VAL	94025	MUTATION
VAL	83872	MUTATION
VAL	10672	MUTATION
VAL	51735	MUTATION
VAL	23318	MUTATION
VAL	2066	MUTATION
VAL	6778	MUTATION
VAL	7273	MUTATION
VAL	2308	MUTATION
VAL	2308	MUTATION
VAL	2308	MUTATION
VAL	91156	MUTATION
VAL	675	MUTATION
VAL	203447	MUTATION
VAL	53353	TRUNC
VAL	59269	MUTATION
VAL	4540	MUTATION
VAL	54551	MUTATION
VAL	10634	MUTATION
VAL	10634	MUTATION
VAL	63035	MUTATION
VAL	84329	MUTATION
VAL	7399	MUTATION
VAL	151449	MUTATION
VAL	5875	MUTATION
VAL	4792	TRUNC
VAL	112	MUTATION
VAL	56144	MUTATION
VAL	134430	MUTATION
VAL	9411	TRUNC
VAL	196385	MUTATION
VAL	64072	MUTATION
VAL	23334	MUTATION
VAL	221935	MUTATION
VAL	2146	MUTATION
VAL	23101	MUTATION
WSU-NHL	5296	MUTATION
WSU-NHL	56171	MUTATION
WSU-NHL	83992	TRUNC
WSU-NHL	347730	MUTATION
WSU-NHL	6263	MUTATION
WSU-NHL	79589	TRUNC
WSU-NHL	79589	MUTATION
WSU-NHL	5189	MUTATION
WSU-NHL	400954	MUTATION
WSU-NHL	37	TRUNC
WSU-NHL	4799	MUTATION
WSU-NHL	57501	TRUNC
WSU-NHL	202333	MUTATION
WSU-NHL	202333	MUTATION
WSU-NHL	23074	TRUNC
WSU-NHL	2917	MUTATION
WSU-NHL	84226	MUTATION
WSU-NHL	84226	MUTATION
WSU-NHL	26953	MUTATION
WSU-NHL	1482	MUTATION
WSU-NHL	85449	MUTATION
WSU-NHL	79659	TRUNC
WSU-NHL	1657	MUTATION
WSU-NHL	3482	MUTATION
WSU-NHL	23195	MUTATION
WSU-NHL	23043	MUTATION
WSU-NHL	11099	MUTATION
WSU-NHL	567	TRUNC
WSU-NHL	27253	MUTATION
WSU-NHL	1387	MUTATION
WSU-NHL	3977	MUTATION
WSU-NHL	57674	MUTATION
WSU-NHL	4288	MUTATION
WSU-NHL	4288	MUTATION
WSU-NHL	4288	TRUNC
WSU-NHL	9169	MUTATION
WSU-NHL	27445	MUTATION
WSU-NHL	8642	MUTATION
WSU-NHL	8642	MUTATION
WSU-NHL	9895	MUTATION
WSU-NHL	472	MUTATION
WSU-NHL	120114	MUTATION
WSU-NHL	120114	MUTATION
WSU-NHL	9585	MUTATION
WSU-NHL	2895	MUTATION
WSU-NHL	2312	MUTATION
WSU-NHL	8085	TRUNC
WSU-NHL	8085	TRUNC
WSU-NHL	161725	MUTATION
WSU-NHL	23530	TRUNC
WSU-NHL	643677	MUTATION
WSU-NHL	9223	MUTATION
WSU-NHL	10075	MUTATION
WSU-NHL	157680	TRUNC
WSU-NHL	8647	MUTATION
WSU-NHL	5781	MUTATION
WSU-NHL	85301	MUTATION
WSU-NHL	57568	MUTATION
WSU-NHL	57568	MUTATION
WSU-NHL	395	MUTATION
WSU-NHL	121551	TRUNC
WSU-NHL	286464	MUTATION
WSU-NHL	65217	MUTATION
WSU-NHL	165904	MUTATION
WSU-NHL	79633	MUTATION
WSU-NHL	79633	MUTATION
WSU-NHL	1794	MUTATION
WSU-NHL	55636	TRUNC
WSU-NHL	9612	TRUNC
WSU-NHL	57020	MUTATION
WSU-NHL	57451	MUTATION
WSU-NHL	9947	TRUNC
WSU-NHL	10085	TRUNC
WSU-NHL	84433	MUTATION
WSU-NHL	3680	MUTATION
WSU-NHL	57520	TRUNC
WSU-NHL	7402	MUTATION
WSU-NHL	7402	MUTATION
WSU-NHL	8888	MUTATION
WSU-NHL	6098	MUTATION
WSU-NHL	8924	MUTATION
WSU-NHL	8924	MUTATION
WSU-NHL	6337	MUTATION
WSU-NHL	9701	MUTATION
WSU-NHL	26040	MUTATION
WSU-NHL	139378	MUTATION
WSU-NHL	55388	TRUNC
WSU-NHL	121006	MUTATION
WSU-NHL	79148	MUTATION
WSU-NHL	2195	MUTATION
WSU-NHL	84467	MUTATION
WSU-NHL	84467	MUTATION
WSU-NHL	55576	MUTATION
WSU-NHL	596	MUTATION
WSU-NHL	26115	TRUNC
WSU-NHL	607	MUTATION
WSU-NHL	6261	TRUNC
WSU-NHL	93035	MUTATION
WSU-NHL	10497	TRUNC
WSU-NHL	64864	MUTATION
WSU-NHL	64864	MUTATION
WSU-NHL	2290	TRUNC
WSU-NHL	22873	MUTATION
WSU-NHL	22873	MUTATION
WSU-NHL	546	MUTATION
WSU-NHL	128611	MUTATION
WSU-NHL	128611	TRUNC
WSU-NHL	23370	MUTATION
WSU-NHL	4625	MUTATION
WSU-NHL	10672	MUTATION
WSU-NHL	84059	MUTATION
